case,x_mse,y_mse,x_r2,y_r2,x_pearson,y_pearson,overall_mse
saved_old_probe_W,11.77698040008545,437.2347106933594,0.9915762543678284,0.725082516670227,0.9957758784294128,0.8524305820465088,224.50584411621094
fresh_lstsq_no_ridge,8.210810661315918,157.36854553222656,0.9941270351409912,0.9010522961616516,0.9970589280128479,0.9495103359222412,82.78968811035156
unified_ridge_1e-4,4.282838821411133,31.945621490478516,0.9969366192817688,0.9799137115478516,0.9984649419784546,0.9899068474769592,18.11423110961914
