variant,x_mse,y_mse,x_r2,y_r2,x_pearson,y_pearson,overall_mse,h_var_min,h_var_mean,h_abs_corr_max_offdiag
pure_linear_K4,10.164006233215332,324.5597839355469,0.9927299618721008,0.7959284782409668,0.9963609576225281,0.893100917339325,167.36190795898438,0.7620256543159485,1.2151211500167847,0.5575645565986633
pure_mlp_K4,7.9978461265563965,26.16412353515625,0.9942793846130371,0.9835489392280579,0.9971417188644409,0.9917910099029541,17.080984115600586,0.40001484751701355,1.10464608669281,0.6689332127571106
pure_linear_K8,10.312100410461426,136.66729736328125,0.992624044418335,0.9140685200691223,0.9963046908378601,0.9571064114570618,73.48970031738281,0.59534752368927,0.6595755219459534,0.5537022948265076
pure_mlp_K8,0.08853361755609512,0.10106653720140457,0.9999366998672485,0.9999364614486694,0.9999659061431885,0.9999697804450989,0.09480007737874985,0.22671747207641602,0.36987510323524475,0.5565946102142334
pure_linear_K16,8.662718772888184,79.76287841796875,0.9938037991523743,0.949847936630249,0.996897280216217,0.9749137759208679,44.21280288696289,0.4460270404815674,0.5448768138885498,0.4700431227684021
pure_mlp_K16,0.08247905224561691,0.08269142359495163,0.9999409914016724,0.9999480247497559,0.999969482421875,0.9999745488166809,0.08258523792028427,0.1299864947795868,0.220851331949234,0.6266524195671082
