label,train_pos_rate,val_pos_rate,test_pos_rate
action_error_top20,0.20000173151493073,0.19479908049106598,0.2076600193977356
action_error_top10,0.10000086575746536,0.0970044806599617,0.10477810353040695
high_residual_top20,0.20000173151493073,0.19479908049106598,0.2076600193977356
high_residual_top10,0.10000086575746536,0.0970044806599617,0.10477810353040695
large_action_small_disp,0.025381969287991524,0.025242233648896217,0.02474798820912838
