name,model,x_mse,y_mse,x_r2,y_r2,x_pearson,y_pearson,overall_mse
action_only_delta,linear,1.6351069211959839,0.08209721744060516,0.9093542695045471,0.9955928921699524,0.9536049962043762,0.9977800250053406,0.8586020469665527
action_only_delta,mlp,3.1635775566101074,1.9130173921585083,0.8246201276779175,0.8973062634468079,0.9081665873527527,0.9473984837532043,2.538297414779663
z_action_residual,linear,1.1204755306243896,0.06748365610837936,0.314713716506958,0.17798089981079102,0.5609991550445557,0.4234798550605774,0.59397953748703
z_action_residual,mlp,0.37398818135261536,0.01955048367381096,0.7712676525115967,0.7618553638458252,0.8782550692558289,0.8748380541801453,0.1967693418264389
z_action_delta_teacher,action_linear_plus_residual_mlp,0.37398818135261536,0.019550485536456108,0.9792671203613281,0.9989504814147949,0.9895813465118408,0.9994609951972961,0.1967693418264389
